title,link,image,lprice,hprice,mallName,productId,productType,brand,maker,category1,category2,category3,category4,search_keyword
드롱기 KREMFI.W,https://search.shopping.naver.com/catalog/14429282943,https://shopping-phinf.pstatic.net/main_1442928/14429282943.20210304162800.jpg,107610,,네이버,14429282943,1,드롱기,드롱기,디지털/가전,주방가전,커피머신/메이커,로스터/거품기,우유거품기
제니스코 라떼멘토 핸디 <b>우유거품기</b> 더블링  EP-426B  블랙,https://link.coupang.com/re/PCSNAVERPCSDP?pageKey=1460335039&ctag=1460335039&lptag=I2512615737&itemId=2512615737&vendorItemId=4873097830&spec=10305199,https://shopping-phinf.pstatic.net/main_4745018/47450184947.16.jpg,8000,,쿠팡,47450184947,2,제니스코,제니스코,생활/건강,주방용품,커피용품,우유거품기,우유거품기
휘핑가스 질소 라떼 가스 <b>우유거품기</b> 휘핑건 냉온수 우유데우는 거품기 달걀 모카포트라떼,https://search.shopping.naver.com/catalog/58917293605,https://shopping-phinf.pstatic.net/main_5891729/58917293605.20260213192515.jpg,19790,,네이버,58917293605,1,,,생활/건강,주방용품,커피용품,우유거품기,우유거품기
커피세컨즈 핸디 충전식 전동<b>우유거품기</b> CS-M01 가정용 전용 핸드믹서기 라떼거품기 달고나커피,https://link.coupang.com/re/PCSNAVERPCSDP?pageKey=1331849657&ctag=1331849657&lptag=I2356398580&itemId=2356398580&vendorItemId=70772173322&spec=10305199,https://shopping-phinf.pstatic.net/main_4967077/49670770586.369.jpg,16000,,쿠팡,49670770586,2,커피세컨즈,,디지털/가전,주방가전,커피머신/메이커,로스터/거품기,우유거품기
하리오 전동 <b>우유거품기</b> 휘핑기 CZ-1 거치대 브라운,https://smartstore.naver.com/main/products/424217171,https://shopping-phinf.pstatic.net/main_9952443/9952443396.18.jpg,22500,,장커피,9952443396,2,하리오,하리오,디지털/가전,주방가전,커피머신/메이커,로스터/거품기,우유거품기
바리스타 <b>우유</b> 스팀기 휘핑기 스티머 스팀 라떼 거품,https://search.shopping.naver.com/catalog/53269510140,https://shopping-phinf.pstatic.net/main_5326951/53269510140.20260314104014.jpg,61930,,네이버,53269510140,1,,,생활/건강,주방용품,커피용품,우유거품기,우유거품기
전동 <b>우유 거품기</b> 미니 휘핑기 라떼 거품 핸드믹서기,https://smartstore.naver.com/main/products/6969566987,https://shopping-phinf.pstatic.net/main_8451406/84514067309.jpg,8300,,베이킹조이,84514067309,2,,,디지털/가전,주방가전,커피머신/메이커,로스터/거품기,우유거품기
[국내정품] 네스프레소 에어로치노 4 <b>우유거품기</b> 리프레시 밀크스팀 120ml 라떼 카푸치노 가정용 카페용 (1년 보증),https://smartstore.naver.com/main/products/10620230573,https://shopping-phinf.pstatic.net/main_8816473/88164736222.jpg,129000,,클레디오,88164736222,2,네스프레소,네스프레소,디지털/가전,주방가전,커피머신/메이커,로스터/거품기,우유거품기
이케아 <b>우유거품기</b> 전동 미니 휘핑기 핸디형 믹서기 머랭치기 생크림 계란 라떼 프로둑트,https://smartstore.naver.com/main/products/8853850487,https://shopping-phinf.pstatic.net/main_8639835/86398350810.1.jpg,2490,,피케홈,86398350810,2,이케아,이케아,디지털/가전,주방가전,커피머신/메이커,로스터/거품기,우유거품기
무선 전동 휘핑기 <b>우유거품기</b> 휘핑기계 자동 핸디 거품기 스팀기 CS-MO1,https://smartstore.naver.com/main/products/5703037126,https://shopping-phinf.pstatic.net/main_8324753/83247535215.4.jpg,16900,,몰여와,83247535215,2,커피세컨즈,,디지털/가전,주방가전,커피머신/메이커,로스터/거품기,우유거품기
프리즈마 포터블 전동 <b>우유거품기</b> 무선 휘핑기 생크림 라떼아트 머랭치기 계란거품기,https://smartstore.naver.com/main/products/9969717323,https://shopping-phinf.pstatic.net/main_8751421/87514219596.1.jpg,15000,,베라커피아울렛,87514219596,2,,,디지털/가전,주방가전,커피머신/메이커,로스터/거품기,우유거품기
빈플러스 전동 <b>우유거품기</b> 밀크프로더 워셔블 V2 화이트 (카프치노 라떼 핫초코 밀크티),https://smartstore.naver.com/main/products/290858539,https://shopping-phinf.pstatic.net/main_8446743/8446743356.17.jpg,64800,,빈플러스,8446743356,3,빈플러스,,디지털/가전,주방가전,커피머신/메이커,로스터/거품기,우유거품기
수동 라떼 우유거품 스팀기 스티머 <b>밀크포머</b> 로얄비아 우유거품기 350ml 전자렌지 가능,https://smartstore.naver.com/main/products/353840253,https://shopping-phinf.pstatic.net/main_9279940/9279940524.2.jpg,12500,,장커피,9279940524,2,,,생활/건강,주방용품,커피용품,우유거품기,밀크포머
수동 우유거품기 스텐 이중망 바리스타 <b>밀크포머</b> 스티머 라떼아트 스팀기 400ml,https://smartstore.naver.com/main/products/735691190,https://shopping-phinf.pstatic.net/main_1141531/11415319868.3.jpg,13500,,키친초이스,11415319868,2,벨르디자인,키친초이스,생활/건강,주방용품,커피용품,우유거품기,밀크포머
우유 스팀기 스티머 <b>밀크</b> 데우는기계 <b>포머</b> 라테 거품기,https://search.shopping.naver.com/catalog/45441461354,https://shopping-phinf.pstatic.net/main_4544146/45441461354.20251202044902.jpg,17360,,네이버,45441461354,1,,,생활/건강,주방용품,커피용품,우유거품기,밀크포머
일리 우유 거품기 <b>밀크 포머</b> 프로더,https://search.shopping.naver.com/catalog/34417091776,https://shopping-phinf.pstatic.net/main_3441709/34417091776.20250118093114.jpg,95900,,네이버,34417091776,1,일리,,생활/건강,주방용품,커피용품,우유거품기,밀크포머
자동 우유 스팀기 거품 <b>밀크포머</b> 업소용 메이커 라떼,https://search.shopping.naver.com/catalog/55365380790,https://shopping-phinf.pstatic.net/main_5536538/55365380790.20251214124124.jpg,365320,,네이버,55365380790,1,,,생활/건강,주방용품,커피용품,우유거품기,밀크포머
빈플 우유거품기 수동 라떼아트 스텐망 <b>밀크포머</b> 커피프레스 겸용 전자렌지가능 로즈골드 600,https://smartstore.naver.com/main/products/11692492119,https://shopping-phinf.pstatic.net/main_8923700/89237002586.1.jpg,26800,,빈플러스,89237002586,2,빈플러스,,생활/건강,주방용품,커피용품,우유거품기,밀크포머
수동 우유거품기 스텐 이중망 바리스타 <b>밀크포머</b> 스티머 라떼아트 스팀기 800ml,https://smartstore.naver.com/main/products/12339065711,https://shopping-phinf.pstatic.net/main_8988357/89883576428.jpg,15000,,키친초이스,89883576428,2,벨르디자인,키친초이스,생활/건강,주방용품,커피용품,우유거품기,밀크포머
뉴클레어 전동우유거품기 다이소 <b>밀크포머</b> 라떼거품기 달고나커피 카푸치노거품기,https://smartstore.naver.com/main/products/5106082061,https://shopping-phinf.pstatic.net/main_8265060/82650604107.jpg,16500,,꼼뛰에,82650604107,2,,,생활/건강,주방용품,커피용품,우유거품기,밀크포머
수동 우유거품기 스텐 이중망 200ml 400ml 바리스타 <b>밀크포머</b> 라떼아트 스팀기,https://smartstore.naver.com/main/products/8688325985,https://shopping-phinf.pstatic.net/main_8623282/86232826308.jpg,15000,,마이 카페,86232826308,2,,,생활/건강,주방용품,커피용품,우유거품기,밀크포머
일본 스타벅스 우유거품기 <b>밀크포머</b> 컵 세트 라떼 카푸치노,https://search.shopping.naver.com/catalog/30619414810,https://shopping-phinf.pstatic.net/main_3061941/30619414810.20240201003007.jpg,43000,,네이버,30619414810,1,스타벅스,스타벅스,생활/건강,주방용품,커피용품,우유거품기,밀크포머
자동 <b>밀크포머</b> 스티머 에스프레소 라떼아트 세척 용이 온도조절,https://smartstore.naver.com/main/products/13086553480,https://shopping-phinf.pstatic.net/main_9063106/90631064572.jpg,114640,,솔리스05,90631064572,2,,,생활/건강,주방용품,커피용품,우유거품기,밀크포머
우유 스팀기 <b>밀크포머</b> 워머 카페 드레오 밀크 밀크스티머 30잔 포머,https://search.shopping.naver.com/catalog/54914271697,https://shopping-phinf.pstatic.net/main_5491427/54914271697.20251213154227.jpg,71200,,네이버,54914271697,1,,,생활/건강,주방용품,커피용품,우유거품기,밀크포머
키친초이스 테프론 수동 우유거품기 스텐 이중망 <b>밀크포머</b> 라떼 바리스타 스팀기,https://search.shopping.naver.com/catalog/40479258493,https://shopping-phinf.pstatic.net/main_4047925/40479258493.20240222103541.jpg,17840,,네이버,40479258493,1,,키친초이스,생활/건강,주방용품,커피용품,우유거품기,밀크포머
우유스팀기 가정용 라떼 <b>밀크포머</b> 스팀기 업소용 제이스튜 기본 1개 유규,https://search.shopping.naver.com/catalog/56719937999,https://shopping-phinf.pstatic.net/main_5671993/56719937999.20260122101631.jpg,64800,,네이버,56719937999,1,,,생활/건강,주방용품,커피용품,우유거품기,밀크포머
우유 스팀기 <b>밀크포머</b> 라떼 버블 흰색 데우는기계 포머 LCD 고정온도 온수기겸용,https://search.shopping.naver.com/catalog/58470571415,https://shopping-phinf.pstatic.net/main_5847057/58470571415.20260221070953.jpg,181900,,네이버,58470571415,1,,,생활/건강,주방용품,커피용품,우유거품기,밀크포머
밀크 스티머 우유 카페용 <b>밀크포머</b> 스팀기 거품기,https://search.shopping.naver.com/catalog/52193999998,https://shopping-phinf.pstatic.net/main_5219399/52193999998.20251205191158.jpg,251040,,네이버,52193999998,1,,,생활/건강,주방용품,커피용품,우유거품기,밀크포머
우유 스팀기 커피 거품기 데우기 <b>밀크포머</b> 가정용,https://search.shopping.naver.com/catalog/41500194794,https://shopping-phinf.pstatic.net/main_4150019/41500194794.20240827151055.jpg,47700,,네이버,41500194794,1,,,생활/건강,주방용품,커피용품,우유거품기,밀크포머
전동 <b>밀크포머</b> 거품기 라떼스팀기 카푸치노 라떼아트 우유 1 다이큐인 휴대용 거품기,https://search.shopping.naver.com/catalog/54816195061,https://shopping-phinf.pstatic.net/main_5481619/54816195061.20251217174711.jpg,24920,,네이버,54816195061,1,,,생활/건강,주방용품,커피용품,우유거품기,밀크포머
홈아트 수동 우유거품기 <b>밀크포머</b> CM001-B,https://search.shopping.naver.com/catalog/38760857548,https://shopping-phinf.pstatic.net/main_3876085/38760857548.20240717034832.jpg,20920,,네이버,38760857548,1,,,생활/건강,주방용품,커피용품,우유거품기,밀크포머
라떼거품기 가정용 우유스팀기 자동 스티머 110v 220v <b>밀크포머</b> 바리스타 카푸치노,https://search.shopping.naver.com/catalog/58564115279,https://shopping-phinf.pstatic.net/main_5856411/58564115279.20260314155844.jpg,59100,,네이버,58564115279,1,,,생활/건강,주방용품,커피용품,우유거품기,밀크포머
라떼아트용 <b>밀크포머</b> 우유거품기 스팀저그,https://search.shopping.naver.com/catalog/59097905687,https://shopping-phinf.pstatic.net/main_5909790/59097905687.20260228233549.jpg,22090,,네이버,59097905687,1,,,생활/건강,주방용품,커피용품,우유거품기,밀크포머
라떼스팀기 카푸치노 라떼아트 우유 우유스팀기 <b>밀크포머</b> 핸드 버블러 1개,https://search.shopping.naver.com/catalog/57131744684,https://shopping-phinf.pstatic.net/main_5713174/57131744684.20260114191121.jpg,25340,,네이버,57131744684,1,,,생활/건강,주방용품,커피용품,우유거품기,밀크포머
업소용 우유 스팀기 머신 가열 <b>밀크포머</b> 포머 밀크티,https://search.shopping.naver.com/catalog/58549909664,https://shopping-phinf.pstatic.net/main_5854990/58549909664.20260314142453.jpg,366790,,네이버,58549909664,1,,,생활/건강,주방용품,커피용품,우유거품기,밀크포머
업소용 우유 스팀기 거품기 스티머 <b>밀크포머</b> 카페 거품,https://search.shopping.naver.com/catalog/58867411061,https://shopping-phinf.pstatic.net/main_5886741/58867411061.20260209232705.jpg,268400,,네이버,58867411061,1,,,생활/건강,주방용품,커피용품,우유거품기,밀크포머
업소용 우유 스팀기 <b>밀크 포머</b> 거품기 데우는 기계 MS-130D2,https://search.shopping.naver.com/catalog/51098703305,https://shopping-phinf.pstatic.net/main_5109870/51098703305.20241030063748.jpg,431600,,네이버,51098703305,1,,,생활/건강,주방용품,커피용품,우유거품기,밀크포머
수동 우유거품기 <b>밀크포머</b> 200ml,https://smartstore.naver.com/main/products/5968697015,https://shopping-phinf.pstatic.net/main_8351319/83513196503.jpg,12000,,Slowly,83513196503,2,,,생활/건강,주방용품,커피용품,우유거품기,밀크포머
칼리타 우유 거품기 <b>밀크 포머</b> AAA사용 건전지불포함,https://search.shopping.naver.com/catalog/35476203127,https://shopping-phinf.pstatic.net/main_3547620/35476203127.20250716020748.jpg,28640,,네이버,35476203127,1,칼리타,,생활/건강,주방용품,커피용품,우유거품기,밀크포머
V2거품기 우유 라떼 카푸치노 <b>밀크포머</b> 카페 핸드헬드 커피,https://search.shopping.naver.com/catalog/55310495123,https://shopping-phinf.pstatic.net/main_5531049/55310495123.20250617210537.jpg,119400,,네이버,55310495123,1,,,생활/건강,주방용품,커피용품,우유거품기,밀크포머
거품 거품기 머신 라떼용 기계 데우기 포머 <b>밀크포머</b> 우유거품기 스팀기 전동,https://search.shopping.naver.com/catalog/58817166942,https://shopping-phinf.pstatic.net/main_5881716/58817166942.20260206001507.jpg,315700,,네이버,58817166942,1,,,생활/건강,주방용품,커피용품,우유거품기,밀크포머
거품기 우유 카푸치노 카페 <b>밀크포머</b> 거품기 핸드헬드,https://search.shopping.naver.com/catalog/54297025395,https://shopping-phinf.pstatic.net/main_5429702/54297025395.20251009040121.jpg,53960,,네이버,54297025395,1,,,생활/건강,주방용품,커피용품,우유거품기,밀크포머
커피용 스팀 <b>밀크포머</b> 우유거품 제조기 카페 도구,https://search.shopping.naver.com/catalog/58130047296,https://shopping-phinf.pstatic.net/main_5813004/58130047296.20251214010315.jpg,18050,,네이버,58130047296,1,,,생활/건강,주방용품,커피용품,우유거품기,밀크포머
라떼아트 <b>밀크포머</b> 우유 스팀 거품기 저그,https://search.shopping.naver.com/catalog/58395553485,https://shopping-phinf.pstatic.net/main_5839555/58395553485.20260105225149.jpg,22090,,네이버,58395553485,1,,,생활/건강,주방용품,커피용품,우유거품기,밀크포머
라떼 스티머 바리스타 우유 스팀기 <b>밀크포머</b> 거품 흰색,https://search.shopping.naver.com/catalog/56847722210,https://shopping-phinf.pstatic.net/main_5684772/56847722210.20250921224558.jpg,86300,,네이버,56847722210,1,,,생활/건강,주방용품,커피용품,우유거품기,밀크포머
업소용 우유스팀기 라떼 <b>밀크 포머</b> 카페 휘핑기,https://search.shopping.naver.com/catalog/58376181697,https://shopping-phinf.pstatic.net/main_5837618/58376181697.20260109151213.jpg,249600,,네이버,58376181697,1,,,생활/건강,주방용품,커피용품,우유거품기,밀크포머
우유 스팀기 스티머 거품 카페 <b>밀크 포머</b> 제조기 라떼 기본형,https://search.shopping.naver.com/catalog/58422333938,https://shopping-phinf.pstatic.net/main_5842233/58422333938.20260114212454.jpg,603700,,네이버,58422333938,1,,,생활/건강,주방용품,커피용품,우유거품기,밀크포머
바리스타 우유 스팀기 <b>밀크포머</b> 전동쉐이커 홈카페 자동,https://search.shopping.naver.com/catalog/55878420754,https://shopping-phinf.pstatic.net/main_5587842/55878420754.20260310001451.jpg,61540,,네이버,55878420754,1,,,생활/건강,주방용품,커피용품,우유거품기,밀크포머
업소용 우유스팀기 전기 머신 <b>밀크포머</b> 커피 자동 아트,https://search.shopping.naver.com/catalog/58270976139,https://shopping-phinf.pstatic.net/main_5827097/58270976139.20251226214425.jpg,319000,,네이버,58270976139,1,,,생활/건강,주방용품,커피용품,우유거품기,밀크포머
카페드코나 수동 우유거품기 스텐 이중망 <b>밀크포머</b> 1개 1개입,https://search.shopping.naver.com/catalog/49784178859,https://shopping-phinf.pstatic.net/main_4978417/49784178859.20240815010608.jpg,13500,,네이버,49784178859,1,,,생활/건강,주방용품,커피용품,우유거품기,밀크포머
우유 라떼스팀기 바리스타 커피 우유스팀기 <b>밀크포머</b> 스팀기,https://search.shopping.naver.com/catalog/59053177351,https://shopping-phinf.pstatic.net/main_5905317/59053177351.20260225222114.jpg,99200,,네이버,59053177351,1,,,생활/건강,주방용품,커피용품,우유거품기,밀크포머
카푸치노메이커 라떼 거품기 우유스팀기 <b>밀크포머</b>,https://search.shopping.naver.com/catalog/48923170788,https://shopping-phinf.pstatic.net/main_4892317/48923170788.20250203102737.jpg,288600,,네이버,48923170788,1,,,생활/건강,주방용품,커피용품,우유거품기,밀크포머
